imo,Title,Type,Country,State,Paid,Registration required,Governmental,Website,Description
526,Ministry of Justice,court,PL,,FALSE,FALSE,TRUE,https://ems.ms.gov.pl/krs/wyszukiwaniepodmiotu,A search for Polish court records is available.
694,Warsaw Stock Exchange,business,PL,,FALSE,FALSE,TRUE,https://www.gpw.pl/,"A search for basic company information is available by company symbol, in Polish."
,European Commision E-Justice,business,PO,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?POLAND&member=1,"European Commission overview of the Polish business registry, including links to the registry, description of how to search and what can be found as well as legislation behind it."
539,Registry of Corporations,business,PR,,FALSE,FALSE,TRUE,https://prcorpfiling.f1hst.com/CorporationSearch.aspx,Available: search for company name or number with basic company information
,European Commision E-Justice,business,PR,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?PORTUGAL&member=1,"European Commission overview of the Portuguese business registry, including links to the registry, description of how to search and what can be found, as well as legislation behind it."
283,Portuguese Institute of Industrial Property  Ministry of Justice,ip,PT,,FALSE,FALSE,TRUE,http://www.marcasepatentes.pt/index.php?section=1,"This Portuguese government website offers a search of intellectual property (trademarks, copyright)."
808,Government of Portugal,business,PT,,FALSE,FALSE,TRUE,https://eportugal.gov.pt/inicio/espaco-empresa,"An e-service for business searches hosted by the government of Portugal. Search for companies by name, director, services, and news."
117,Supreme Court of Palau,court,PW,,FALSE,FALSE,FALSE,http://www.paclii.org/pw/cases/PWSC/,The Supreme Court of Palau has court decisions that are searchable from 1994-2019.
273,Direccion Nacional de Propiedad Intelectual (DINAP),ip,PY,,FALSE,FALSE,TRUE,https://www.dinapi.gov.py/,"The government intellectual property website offers information on legislation related to intellectual property and trademarks, and links to the external WIPO database for searches."
331,Gaceta Oficial,gazette,PY,,FALSE,FALSE,TRUE,http://www.gacetaoficial.gov.py/,"The most recent five publications of the official gazette are available online, and archived publications are available via search."
333,Dirección Nacional de Contrataciones,business,PY,,FALSE,FALSE,TRUE,https://www.contrataciones.gov.py/,A searchable government database of all public procurements with detailed information.
334,Secretaría de la Función Pública,regulatory,PY,,FALSE,FALSE,TRUE,http://datos.sfp.gov.py/,"A database of ""open data"" regarding public services and information on public servants."
358,Bolsa de Valores y Productos de Asunción,business,PY,,FALSE,TRUE,FALSE,http://www.bvpasa.com.py/,The Stock Market of Paraguay allows a search of listed companies by symbol. Registration required.
394,Corte Suprema de Justicia,land,PY,,FALSE,FALSE,TRUE,http://www.pj.gov.py/contenido/154-direccion-general-de-los-registros-publicos/154,"The Supreme Court website does not have an online search. The commercial registry is located here where information on companies is available as well as land titles and court cases, in-person requests only."
429,Ministerio de Hacienda,regulatory,PY,,FALSE,FALSE,TRUE,http://ruc.sun.com.py/,A commercial registry of tax-paying entities can be searched by name or RUC number.
623,Undersecretary of State Taxation,business,PY,,FALSE,TRUE,TRUE,https://marangatu.set.gov.py/eset/perfilPublicoContribIService.do,"This database requires a registration to search a database of state tax information, including tax-paying entities."
,sourceAFRICA,documents,REGIONAL,,FALSE,FALSE,FALSE,https://dc.sourceafrica.net/public/search/,"sourceAFRICA is a platform where African NGOs and newspapers upload primary source documents. It offers a public repository of such documents that anyone can search. Contributing organizations include African Network of Centers for Investigative Reporting, The Elephant, Mail and Guardian and the Parliamentary Monitoring Group."
,African Regional Intellectual Property Organization (ARIPO),ip,REGIONAL,,FALSE,FALSE,TRUE,https://www.aripo.org/,"The African Regional Intellectual Property Organization (ARIPO) is an inter-governmental organization that facilitates cooperation among member states in intellectual property matters. The website has a regional IP Database, which provides information on patents designs and trademarks in the following member states: Botswana, Malawi, Mozambique, Uganda, Rwanda, Eswatini, Zambia, Zimbabwe, Gambia, Namibia, Tanzania, Kenya, and Ghana."
,ECOWAS Court of Justice,court,REGIONAL,,FALSE,FALSE,TRUE,http://prod.courtecowas.org/,"The ECOWAS Court of Justice is an organ of the Economic Community of West African States (ECOWAS), a regional integration community of 15 member states in West Africa. The website provides a list of upcoming cases in the court, and downloadable documents from previous cases. The text is not searchable, but you can search by case title, suit number, and year."
,LegisPalop,court,REGIONAL,,FALSE,TRUE,FALSE,https://www.legis-palop.org/,"LegisPalop is a legal database of legislation, jurisprudence and doctrines from Lusophone countries in Africa: Angola, Cape Verde, Mozambique, Guinea-Bissau, Timor-Leste, and Sao Tome and Principe. You can register for free to conduct a simple search of listings, or pay for a subscription to access all system features."
306,Organisation Africaine de la Propriété Intellectuelle,ip,REGIONAL,,FALSE,FALSE,TRUE,http://www.oapi.int/,"The Organisation Africaine de la Propriété Intellectuelle (OAPI) is an intellectual property organization, headquartered in Yaoundé, Cameroon. It publishes on its website the official bulletins of patents, brands products and services, industrial designs, trade names, geographical indications and plant varieties."
308,European Unioon Intellectual Property Office,regional,REGIONAL,,FALSE,FALSE,TRUE,https://euipo.europa.eu/ohimportal/en/,"The European Union Intellectual Property Office is the EU Agency responsible for the registration of the EU trade mark and the registered Community design. The website allows a search of trademarks, designs, owners, representatives and bulletins, as well as EU and national case law."
,African Court on Human and Peoples' Rights,court,REGIONAL,,FALSE,FALSE,TRUE,https://www.achpr.org,"The African Charter established the African Commission on Human and Peoples’ Rights as a quasi-judicial body tasked with promoting and protecting human rights and collective rights throughout Africa. The website publishes legal resources, soft law instruments, resolutions and other publications related to human rights law in Africa."
106,Common Market for Eastern and Southern Africa (COMESA) Court of Justice Decisions,court,REGIONAL,,FALSE,FALSE,TRUE,http://www.worldlii.org/int/cases/COMESACJ/,This database contains decisions arising from the Common Market for Eastern and Southern Africa (COMESA) Court of Justice. This database is updated from data obtained from the Court website on a periodic basis. Last time the database was updated: 20 July 2004 and the range of documents date from 2001.
107,East African Court of Justice,court,REGIONAL,,FALSE,FALSE,TRUE,http://www.saflii.org/ea/cases/EACJ/,This database contains decisions of the East African Court of Justice at Arusha. Database was last updated on 16 August 2012 and the documents range from 2006.
,Eastern Caribbean Supreme Court,court,REGIONAL,,FALSE,FALSE,TRUE,https://www.eccourts.org,"The Supreme Court covering the Eastern Caribbean countries of Grenada, Dominica, Saint Kitts and Nevis, Anguilla, Saint Lucia, Virgin Islands, Antigua & Barbuda, Saint Vincent and the Grenadines, and Montserrat has a directory of judgements searchable by year, country, and month. A digest of decisions, and high court judgements is available and searchable."
,Pacific Islands Legal Information Institute,court,REGIONAL,,FALSE,FALSE,FALSE,http://www.paclii.org/form/search/,"A searchable database of court cases, and decisions in the Pacific Islands region: includes courts from Cook Islands, Fiji, Guam, Kiribati, Marshall Islands, Micronesia, Nauru, New Caledonia, Niue, Northern Mariana Islands, Palau, Papua New Guinea, Samoa, Solomon Islands, Tonga, Tuvalu, Vanuatu."
,Caribbean Court of Justice - Appellate Court Jurisdictions,court,REGIONAL,,FALSE,FALSE,TRUE,http://www.caribbeancourtofjustice.org/judgments-proceedings/appellate-jurisdiction-judgments/,A searchable list of Appellate Court judgements in the Caribbean.
,Asian Development Bank List of Sanctions Violations,business,REGIONAL,,FALSE,FALSE,FALSE,http://lnadbg4.adb.org/oga0009p.nsf/sancALLPublic?OpenView&count=999,"A searchable sanctions list is available for entities that violated procurement guidelines of the bank and committed subsequent offenses, as well as debarred entities."
,European Commision E-Justice,business,RO,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?ROMANIA&member=1,"European Commission overview of the Romanian business registry, including links to the registry, description of how to search and what can be found as well as legislation behind it."
Romania Company and Insolvency Search,Romania Company and Insolvency Search,court,RO,,FALSE,TRUE,TRUE,https://portal.onrc.ro/ONRCPortalWeb/appmanager/myONRC/public?_nfpb=true&_pageLabel=login#wlp_login,"An account is required to do a company search. Some free information includes registration date, status of the company, registration number, and county. Besides company registration information, you can also access the Insolvency Bulletin and search names for free."
256,State Office for Inventions and Trademarks,ip,RO,,FALSE,FALSE,TRUE,http://www.osim.ro/,A link to the Romanian intellectual property database as well as several external databases for intellectual property searches can be found under the e - OSIM tab.
571,Bucharest Stock Exchange,business,RO,,FALSE,FALSE,TRUE,http://www.bvb.ro/Companies/ListedCompanies.aspx,"The Bucharest Stock Exchange offers basic information about listed companies, searchable by symbol."
574,Registrul CNVM,business,RO,,FALSE,FALSE,TRUE,http://www.cnvmr.ro/RCNVM/index.htm,
652,Ministry of Justice,business,RO,,FALSE,TRUE,TRUE,https://portal.onrc.ro/ONRCPortalWeb/ONRCPortal.portal,Limited online search for companies is available: full records are only available in person at the registry.
290,Intellectual Property Office of the Republic of Serbia,ip,RS,,FALSE,FALSE,TRUE,http://www.zis.gov.rs/home.59.html,"Online databases of patents, trademarks and intellectual property applications. It is searchable by the number of registrations, keyword and registrant. English version is available."
447,Anti-Corruption Agency Serbia (ACAS),regulatory,RS,,FALSE,FALSE,TRUE,http://www.acas.rs/pretraga-registra/?lang=en,Serbian anti-corruption agency website shows data on property and income of state officials. Search is available by official's name. ACAS's registry contains also information on political parties funding. English version available.
455,Public Procurements Registry,business,RS,,FALSE,FALSE,TRUE,http://portal.ujn.gov.rs/Izvestaji/IzvestajiGlavna.aspx,"Database of public tenders and public contracts. Search is available by the name or ID number of contracting authorities, name or ID number of suppliers, the subject of procurement or type of procurement procedure, time frame and more. Search is available when at least three parameters are chosen. English version available."
463,Serbian Business Registers Agency,business,RS,,FALSE,FALSE,TRUE,https://apr.gov.rs/searches.4090.html,"Serbian business registry agency provides searches on companies, entrepreneurs, financial reports, financial leasing, pledges, media companies, associations, construction permits and others. You can search for companies by company name or ID number. Detailed current and historical information is provided. An English version available."
468,Belgrade Stock Exchange,business,RS,,FALSE,FALSE,TRUE,https://www.belex.rs/eng/,"Lists of issuers, members, basic company information, company reports and news. English version available."
,Ministry of Economy,business,RS,,FALSE,FALSE,TRUE,http://www.priv.rs/Ministry-of-Economy/211/Privatization.shtml,Website of Serbian Ministry of Economy provides information on companies in privatization and privatized companies. Available in English.
483,Serbian Courts Registry,court,RS,,FALSE,FALSE,TRUE,https://tpson.portal.sud.rs/tposvs/,Database of court cases in Serbia at all levels. Search is available by case number. Available in Serbian only.
712,National Bank of Serbia,business,RS,,FALSE,FALSE,TRUE,http://www.nbs.rs/internet/english/15/index.html,"Registry of all authorized financial institutions, companies and its accounts, registry of debtors in enforced collection. English version available."
793,Securities Commission,business,RS,,FALSE,FALSE,TRUE,http://www.sec.gov.rs/index.php/en/,"Broker-Dealer Companies, Authorized Banks, Custody Banks, Investment Fund Management Companies, Investment Funds. English version available."
827,Central Securities Depository and Clearing House,business,RS,,FALSE,FALSE,TRUE,http://www.crhov.rs/index.cfm?Opcija=1&jezik=en,"Lists of issuers, company reports and overview of ownership structure of joint stock companies. Search by the name or ID number of a company. Full list of shareholders is provided. English version available."
,Serbian White Pages,phonebook,RS,,FALSE,FALSE,FALSE,http://www.11811.rs/BeleStrane/Index,"Online phonebook of state telecom company Telekom Serbia. Search is available by the name of person, the address and also by the phone number. Available in Serbian only."
284,Federal Service for Intellectual Property (ROSPATENT),ip,RU,,FALSE,FALSE,TRUE,https://rupto.ru/en,The official website of the Russian Patent Office provides the ability to search for patent attorneys.
517,skrin.ru,business,RU,,FALSE,FALSE,FALSE,http://disclosure.skrin.ru/issuers.asp?id=4,"A database with some public companies that provides annual reports, affiliate lists and financial documents."
640,Federal Tax Authority,business,RU,,FALSE,FALSE,TRUE,http://egrul.nalog.ru/,"State database of companies, which provides the ability to search for any business in Russia by the company name, INN or OGRN."
,Federal Service for Financial Market,business,RU,,FALSE,FALSE,TRUE,http://www.ffms.ru/hd_base/co_schema/,A list of financial companies (mostly banks) with their beneficiaries
721,Enquiry Service of Legal Entities,business,RU,,TRUE,FALSE,FALSE,http://russianpartner.biz/,"A commercial database with the ability to purchase official information for a company, some extra details and financial metrics."
810,disclosure.ru,business,RU,,TRUE,TRUE,FALSE,http://www.disclosure.ru/datacapital_tools/extsearch.jsp,"A database with some public companies that provides annual reports, affiliate lists and financial documents."
,Sudact,court,RU,,FALSE,FALSE,TRUE,https://sudact.ru/,A web-site that collects different court cases and provides documents. Available only with Russian IP.
,Ras.Arbitr,court,RU,,FALSE,FALSE,TRUE,http://ras.arbitr.ru/,Official web-site of Russian Arbitrage. Provides the ability to search by the name (of person or a company). And gives the access to decisions and documents.
,Federal Service of Court Bailiffs,court,RU,,FALSE,FALSE,TRUE,http://fssprus.ru/,A database of Russian citizens who have any court depts. Searchable by the name.
,Interfax disclosure,business,RU,,FALSE,FALSE,FALSE,http://e-disclosure.ru/poisk-po-kompaniyam,"A database with some public companies that provides annual reports, affiliate lists and financial documents."
,SPARK Interfax,business,RU,,TRUE,TRUE,FALSE,http://spark-interfax.ru/,"Commercial database which provides a lot of information about companies (collecting it from official sources). 
 Usually it has owners, CEO, connections, financial reports, court cases and much more."
,Rosreestr,land,RU,,TRUE,TRUE,TRUE,https://rosreestr.ru/wps/portal/p/cc_present/EGRN_4,Search for the property by the address. Available for Russian citizens.
53,Supreme Court of Rwanda,court,RW,,FALSE,FALSE,TRUE,http://www.supremecourt.gov.rw/,"Website temporarily suspended. Online database provides free access to judgement from Supreme Court, High Court and other subordinate courts."
84,Government Gazette of Rwanda,gazette,RW,,FALSE,FALSE,TRUE,http://www.primature.gov.rw/publications/official-gazettes.html,"The online gazette offers downloads of gazette publications from 2017 to 2019, archived materials can be purchased. Legislative decisions, and government annual reports are also available."
35,Business Registry,land,SC,,FALSE,FALSE,TRUE,http://www.sqa.sc/BizRegistration/WebSearchBusiness.aspx,"Can do a name search, which will then give you the registry number, entity type, and business activity."
76,Supreme Court of Seychelles,court,SC,,FALSE,FALSE,TRUE,https://www.seylii.org/courtnames/supreme-court,Online access to published Supreme Court decisions
323,SEYLII - Seychelles Legal Information Institute,court,SC,,FALSE,FALSE,TRUE,https://www.seylii.org/,"Includes lists and sometimes documentation of court cases from Seychelles Constitutional Court, Court of Appeal and Supreme Court. The website also indexes law reports, government notices and cause lists."
266,Registrar General of Intellectual Property  Ministry of Justice,ip,SD,,FALSE,FALSE,TRUE,http://www.ipsudan.gov.sd/,Information about intellectual property in Sudan.
,Department of Commercial Registrations,business,SD,,FALSE,FALSE,TRUE,http://www.crd.gov.sd/searchtst22sql.php,Company name search. Only seems to work in Arabic.
,"European Commision E-Justice
",,SE,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?SWEDEN&member=1,"European Commission overview of the Swedish business registry, including links to the registry, description of how to search and what can be found, as well as legislation behind it."
295,Swedish Patent and Registration Office (SPRO),ip,SE,,FALSE,FALSE,TRUE,http://www.prv.se/,"The PRV website has databases to look for patents, trademarks and registered designs. It has a library of various databases with advanced search engines."
364,Lexbase,court,SE,,TRUE,FALSE,TRUE,https://lexbase.se,Commercial database of public information about companies and individuals in the Swedish courts (collects official documents).
570,Skatteverket,regulatory,SE,,FALSE,FALSE,TRUE,http://www.skatteverket.se/otherlanguages/inenglish.4.3a2a542410ab40a421c80006827.html,Tax service in Sweden with some open data available.
748,Swedish Companies Registration Office (Bolagsverket),business,SE,,TRUE,FALSE,TRUE,"http://www.bolagsverket.se/en/us/about/e-services/foretagsfakta
","Search by company name and then you can buy filed documents such as registration, annual accounts, and articles of association. The annual accounts have contained shareholder information. Registration documents have had limited information."
127,Intellectual Property Decisions in Singapore,court,SG,,FALSE,FALSE,FALSE,http://www.asianlii.org/sg/cases/SGIPOS/,A database of Singapore Intellectual Property Office decisions from 1999-2011.
262,Intellectual Property Office of Singapore (IPOS),ip,SG,,FALSE,FALSE,TRUE,http://www.ipos.gov.sg/,
625,Bizfile,business,SG,,FALSE,FALSE,TRUE,https://www.bizfile.gov.sg/,Available: search by company name with basic company information
126,Supreme Court of Singapore,court,SG,,FALSE,FALSE,TRUE,http://www.commonlii.org/sg/cases/SGHC/,This database contains selected decisions from the Supreme Court of Singapore - High Court. Decisions are available from 2000 onwards. The database was last updated on 31 August 2019.
,European Commision E-Justice,business,SI,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?SLOVENIA&member=1,"European Commission overview of the Slovenian business registry, including links to the registry, description of how to search and what can be found as well as legislation behind it."
16,Gvin (Commercial business registry of Bisnode),commercial,SI,,TRUE,TRUE,FALSE,http://www.gvin.com/,"Search by names of directors/shareholders. Offers all the financial data from annual reports (incl. for years before 2008/2009, which are usually the earliest years you get annual reports for at Ajpes). Info on tax payments, ongoing lawsuits and credit ratings (the latter is a payable service of Ajpes). If a company changed its name, Ajpes would return no results, while Gvin would detect it and put you through to the ""new"" company. Offers all available documents in one place (except those you can find only at the court register - memorandum/articles of association, insolvency reports, statute). You can click on the address of a company and see what other companies are registered there. Registration and payment required."
17,Anti Corruption Commission's search engine Erar,regulatory,SI,,FALSE,FALSE,TRUE,https://erar.si/,"Erar shows how public money is spent. It contains information on all financial transactions of government bodies, public institutions and others which spend public money. It is free and no registration needed. Available in Slovenian."
18,Supreme Court Republic of Slovenia,land,SI,,FALSE,TRUE,TRUE,https://evlozisce.sodisce.si/esodstvo/index.html,Land registry searchable by a particle number. Available in Slovenian.
19,Cadastre Office,land,SI,,FALSE,TRUE,TRUE,http://prostor3.gov.si/javni/login.jsp?jezik=sl,Useful when you have an address but not the cadastral number. Use this site to identify the particle number so that more detailed data can be obtained from the Land Register. Registration and digital certificate required.
21,Ministry of Finance,regulatory,SI,,FALSE,FALSE,TRUE,http://seznami.gov.si/DURS/main_neplacniki.html,Periodically publishes data on companies that owe tax. Available in Slovenian.
292,Slovenian Intellectual Property Office (SIPO)  Ministry of Economic Development and Technology,ip,SI,,FALSE,FALSE,TRUE,http://www.uil-sipo.si/uil/dejavnosti/baze-podatkov/,Searchable database of patents and trademarks. Available in Slovenian.
473,Ljubljana Stock Exchange,business,SI,,FALSE,FALSE,TRUE,http://www.ljse.si/cgi-bin/jve.cgi?doc=7026,Search by company name with basic company information. Available in Slovenian.
525,Agency of the Republic of Slovenia for Public Legal Records and Related Services (AJPES),business,SI,,FALSE,TRUE,TRUE,http://www.ajpes.si/Default.asp?language=english&mdres=1,"Official Slovenian company registry is free to access but registration is required. Search is available by the name or ID number of the company for all company types and it gives detailed and historical information. At AJPES, more information is available in Slovenian language compared to the English version. Options in the upper menu: eRTR - data on bank accounts of companies (open, closed) JOLP - annual reports of companies eOBJAVE - insolvency cases w/supporting documentation."
552,Info Storage,business,SI,,FALSE,FALSE,TRUE,http://www.oam.si/default_en.aspx?doc=ISSUERS,Contains the list of issuers and the list of securities with company contact information.
616,Central Securities Clearing Corporation,business,SI,,FALSE,FALSE,TRUE,http://www-en.kdd.si/,The list of issuers and securities available. Available in English.
836,Office for Money Laundering Prevention,regulatory,SI,,FALSE,FALSE,TRUE,https://www.gov.si/drzavni-organi/organi-v-sestavi/urad-za-preprecevanje-pranja-denarja/,"Available: periodical reporting on bank and other transactions with companies in offshore jurisdictions (downloadable spreadsheets). The obliged entities referred must forward to the Office information on the following: - cash transactions exceeding 30.000 EUR (except auditing companies, independent auditors and legal and natural persons performing accounting and tax advisory services) - transactions or clients in connection with whom there exist reasons to suspect money laundering or terrorist financing. Lawyers, law firms and notaries are obliged to forward to the Office information on: transactions or clients in connection with whom there exist reasons to suspect money laundering or terrorist financing."
,European Commision E-Justice,business,SK,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?SLOVAKIA&member=1,"European Commission overview of the Slovakian business registry, including links to the registry, description of how to search and what can be found, as well as legislation behind it."
15,Project foaf.sk,business,SK,,FALSE,FALSE,FALSE,http://foaf.sk/,"It gives you information about companies and entrepreneurs. Additionally, you are presented with the links between them, economic results, financial statements, balance sheets, profit and loss statements, debts. The website aggregates data from the Commercial Register of the Slovak Republic, the Slovak tax authorities, general health insurance, Journal procurement and other databases."
291,Industrial Property Office of the Slovak Republic,ip,SK,,FALSE,FALSE,TRUE,https://wbr.indprop.gov.sk/WebRegistre/Dizajn/?lang=en,"The Industrial Property Office of the Slovak Republic is a central state administration body operating in the field of industrial property protection. This official website has an external registry database with basic and advanced type of search. You can look in to patents, designs, trademarks, utility models, European patents with SK designation and supplementary protection certificates."
328,Open Courts,court,SK,,FALSE,FALSE,FALSE,http://otvorenesudy.sk/,"This website provides you with a transparent look in to the judicial system of Slovakia. The information available refers re-indexed data from the Ministry of Justice on court decisions, hearings, profiles of judges and other useful judicial information."
329,Ministry of Justice - Court Records,court,SK,,FALSE,FALSE,TRUE,http://www.justice.gov.sk/,"Official government website which provides access to court judgments and decisions. You can search courts and decisions and registers depending on what information you need. The registry holds information about assistance to victims, permanent arbitration, mediators, courts, institution etc."
510,Visual Business Register,business,SK,,FALSE,FALSE,TRUE,http://vorsr.sk/,"This Business Register website is providing listings of individual companies registered in the register. You can search by business name or the name of a legal representative, identification number, registered office or by a file number. Additionally, it provides you with infographic representation of the company and its connections from Slovakia and Czech Republic."
764,Ministry of Justice - Business Register,business,SK,,FALSE,FALSE,TRUE,http://www.orsr.sk/default.asp?lan=en,"Official business register of Ministry of Justice of the Slovakia Republic. You can search for information by business name, identification number, registered seat, registration number or name of a person related to the company or other entity."
777,Bratislava Stock Exchange,business,SK,,FALSE,FALSE,TRUE,http://www.bsse.sk/bcpben/MainPage/tabid/104/language/en-US/Default.aspx,"The Bratislava Stock Exchange has a list of issuers, basic company information and financial reports for some companies available for download."
27,Office of the Administrator and Registrar General,business,SL,,FALSE,FALSE,TRUE,http://www.oarg.gov.sl/,"The Office of the Administrator & Registrar General is Sierra Leone's company registration system. The website has an online business name availability search, but doesn't provide any detailed company information. "
,"Sierra Leone Chamber of Commerce, Industry and Agriculture",business,SL,,FALSE,FALSE,FALSE,https://slccia.sl/,"Sierra Leone Chamber of Commerce, Industry and Agriculture is an association of local and international entrepreneurs and enterprises operating in Sierra Leone. The chamber's official website has a searchable directory of members that provides business name, address, sector, name of contact person and their role, contact number, email and website. "
,CommonLII Sierra Leone,legal,SL,,FALSE,FALSE,FALSE,http://www.commonlii.org/resources/2708.html,"The Commonwealth Legal Information Institute provides free access to core legal information from Commonwealth and Common Law jurisdictions. It has a database of decisions of the Special Court for Sierra Leone (2003-2015), as well as the Constitution of the Republic of Sierra Leone."
,The Residual Special Court for Sierra Leone,legal,SL,,FALSE,FALSE,TRUE,http://www.scsldocs.org/,"The Special Court for Sierra Leone was set up to address serious crimes against civilians and UN peacekeepers committed during the country's civil war (1991-2002). After its closure in 2013, the Residual Special Court of Sierra Leone was set up to continue the court's legal obligations, including witness protection, supervisioono of prison sentences, and management of the court's archives. The website provides access to transcripts and official records for all completed cases."
649,Economic Development Agency Registry of Companies,business,SM,,FALSE,FALSE,TRUE,https://registroimprese.cc.sm/,"The Economic Development Agency of San Marino has an online Registry of Companies that allows a search by company name. Results include company address, type, status and a list of documents filed with the registry (balance sheets and Chamber of Commerce survey). You must create an account to access the documents."
,Official Bulletin of San Marino,gazette,SM,,FALSE,FALSE,TRUE,http://www.bollettinoufficiale.sm/on-line/home/parte-ufficiale/ricerca.html?ricerca=yes,"It is possible to search the San Marino government gazette either by Official Bulletin, indicating the month and year of interest, or by individual document, indicating the year and keyword contained in the title. "
,Central Bank of San Marino,regulatory,SM,,FALSE,FALSE,TRUE,https://www.bcsm.sm/site/en/home/services-to-the-public/services/public-registers.html,"The Central Bank of the Republic of San Marino is the supervisory authority for the country's financial system. On its website you can find the register of group parent companies, authorized parties, insurance and reinsurance intermediaries, financial promoters, and the roll of authorized trustees. "
43,Business Creation Support Bureau,business,SN,,FALSE,FALSE,TRUE,https://www.creationdentreprise.sn/en/finding-business,"The Senegalese Business Creation Support Bureau (BCE) website gives you access to the database of legal notices. You can search for any company that has been established in Senegal using the company's RC, NINEA, Name, Location, Headquarters, Legal Form, Main Activity, or Year of Creation. Results are inconsistent, but may include the company's capital, name of partners and directors, and number and nominal value of shares subscribed in cash, among other details. "
61,Journal Officiel de la Republic du Senegal,gazette,SN,,FALSE,FALSE,TRUE,http://www.jo.gouv.sn/,The website of the Journal Officiel du Senegal provides access to issues of the government gazette for the period 2001 - 2011.
,Juricaf (Senegal),legal,SN,,FALSE,FALSE,FALSE,https://juricaf.org/recherche/+/facet_pays:S%c3%a9n%c3%a9gal,"Juricaf contains decisions from Senegal's Court of Cassation from the period 1993-2007. Juricaf is a database of jurisprudence in French, which provides decisions of supreme courts across the French speaking world. It also provides access to case law from common law countries rendered in French. Advanced Search allows search of full text, as well as business number, general counsel, government commissioner, and more."
,Portail des Marchés publics du Senegal,regulatory,SN,,FALSE,FALSE,TRUE,http://www.marchespublics.sn/,The Senegalese government posts tender opportunities and award notices on the Portail des Marchés publics. You can also find a red list of companies excluded from the right to compete for public contracts.  
34,Republic of South Sudan Ministry of Finance and Economic Planning,government,SS,,FALSE,FALSE,TRUE,http://www.mofep-grss.org/,"The official website for the Ministry of Finance and Economic Planning of South Sudan publishes official documents, such as budgets and laws and regulations. "
52,Supreme Tribunal of Justice - Sao Tome and Principe,court,ST,,FALSE,FALSE,TRUE,http://www.stj.st/stj/index.html,
72,Government Gazette of Sao Tome and Principe,court,ST,,FALSE,FALSE,TRUE,http://dre.pt/stp/index.html,Online access. Page down.
93,Directorate General of Culture  Arts and Entertainment Promotion Center,ip,ST,,FALSE,FALSE,TRUE,http://senapi-stp.net/spip.php?rubrique1,
286,Industrial Property National Service (SENAPI)  Directorate of Industry  Ministry of Planning and Development,ip,ST,,FALSE,FALSE,TRUE,http://senapi-stp.net/spip.php?rubrique1,
175,National Center of Registries (CNR),ip,SV,,FALSE,FALSE,TRUE,http://www.cnr.gob.sv/,
347,Bolsa de Valores de El Salvador,business,SV,,FALSE,FALSE,FALSE,https://www.bolsadevalores.com.sv/,
368,Tribunal del Servicio Civil,court,SV,,FALSE,FALSE,TRUE,http://tsc.gob.sv/,Public Justice Registry. Search available.
369,Sistema Nacional de Inspección de Trabajo,regulatory,SV,,FALSE,FALSE,TRUE,http://snit.mtps.gob.sv/catalogos/home.seam,Available: information about companies + labor report.
370,Transparencia Activa,regulatory,SV,,FALSE,FALSE,TRUE,http://www.transparenciaactiva.gob.sv/,
372,Banco Central de Reserva de El Salvador,business,SV,,FALSE,FALSE,TRUE,http://www.bcr.gob.sv/esp/,Acceso a Bases de Datos Económicas y de Comercio Exterior.
377,Corte Suprema de Justicia,court,SV,,FALSE,FALSE,TRUE,http://www.jurisprudencia.gob.sv/visormlx/,Centro de Documentación Judicial.
380,Diario Oficial de El Salvador,gazette,SV,,FALSE,FALSE,TRUE,http://www.imprentanacional.gob.sv/,Daily official gazette. Available: download.
383,CompraSal,business,SV,,FALSE,FALSE,TRUE,http://www.comprasal.gob.sv/moddiv/HTML/index.jsp?page=1,Proveedores del Estado.
410,InfoÚtil Gobierno Abierto,business,SV,,FALSE,FALSE,TRUE,http://infoutil.gobiernoabierto.gob.sv/solvent_companies,Listado de empresas solventes con el Instituto Salvadoreño del Seguro Social (ISSS).
287,Directorate of Commercial and Industrial Property Protection (DCIP),ip,SY,,FALSE,FALSE,TRUE,http://www.spo.gov.sy/,
493,Ministry of Economy,business,SY,,FALSE,FALSE,TRUE,http://www.syrecon.org/index.php?module=subjects&func=printsubject&subid=82&scope=page,Available: rules and regulations for all business entities in Syria. More information could be available at request
560,Damascus Securities Exchange,business,SY,,FALSE,FALSE,TRUE,http://www.dse.sy/user/?page=issuers_company&lang=en,Available: a list of issuers and basic company information
26,Registrar of Companies,business,SZ,,FALSE,FALSE,TRUE,http://www.sipa.org.sz/index.php?option=com_content&task=view&id=15&Itemid=27,Website frequently down. Non-searchable online.
77,Supreme Court of Swaziland,court,SZ,,FALSE,FALSE,TRUE,http://www.swazilii.org/sz/judgment/supreme-court,Online access from 1993-2013.
101,Ministry of Commerce Industry and Trade  Intellectual Property Office,ip,SZ,,FALSE,FALSE,TRUE,http://www.gov.sz/index.php?option=com_content&view=article&id=228&Itemid=306,
